review,sentiment,,,,,
_Hodges Yup. Their loss.,negative,,,,,
i`m sad...i`ll miss you grandma angie.. you were always like a 3rd grandma to me..,negative,,,,,
_in_love scanton?! that`s farrr  elaine got her cartilage pierced! it`s so cute!,positive,,,,,
Wake Up..... Please.,negative,,,,,
" Would applaud self-validation for all sorts of good theological, psychological & sociological reasons. But agree - lighten up!",positive,,,,,
 im sorry,negative,,,,,
 lol exams i didn`t go to mcast or other school i finished form 5 and that`s it soo disappointed in myself,negative,,,,,
These messages are teasing me! It isnt fair.,negative,,,,,
 ack! I just read about your show  that`s horrible!!! No accounting for taste.,negative,,,,,
" ... thx for ur msg, so awesome!  luv the new single! xoxo",positive,,,,,
 last week  and I interviewed  and we told him you are the FB queen! Glad to see you both connected,positive,,,,,
 and I was just gonna ask you if you wanted to go to CLUB Hidden House on sat night. hehe.,positive,,,,,
5500 words and counting.  My hands hurt,negative,,,,,
_ When they don`t pop well. I feel lousier after playing those.,negative,,,,,
 Hi x Your websites soo cool i love using it  Thank you,positive,,,,,
 pretty soon gonna have to unfollow myself from _words to cut the quickly growing 'habit' ... but I do love the challenge!,positive,,,,,
OMggg. i just heard someone is gonna die on the new season of the secret life of the american teenager  noooo.,negative,,,,,
i`m getting ready for tonight (teachers dinner on the beach!) but it`s raining and i hate this!,negative,,,,,
 not happy,negative,,,,,
I wish I can see clips of your show that you hosted. Hottie Shawn in the 80`s! and yes your still a Hottie!,positive,,,,,
But on the bright side...no school,positive,,,,,
I have turned into a fast food ****,negative,,,,,
I hate not getting e-mail`s  going to do other stuff now...ice my toe (long story) and have some calpol (cold :S) soooo night xxxx,negative,,,,,
Now I am depressed after watching so you think you can dance,negative,,,,,
misses Nanny.,negative,,,,,
thinks castles are fun,positive,,,,,
I will move anywhere as long as it has a freaking dishwasher! I despise doing dishes,negative,,,,,
" Im doing ok.  I have a 15 year old going on 35 that is driving me crazy, but that comes with the territory, I guess.",negative,,,,,
Poor Kella is on meds now for an ear infection; she lost her food all over  twice at the doc`s,negative,,,,,
" Yes, have to be right for church",positive,,,,,
hm...still workin on my contract.hmm...i`m feelin awful..,negative,,,,,
I totally forgot my phone at home this morning,negative,,,,,
 Proud 17-year-old here that loves The Carpenters!!!,positive,,,,,
feels sick to my stomach and idkk whyy,negative,,,,,
 so cute you twitting in potuguese!,positive,,,,,
 ew.  sorry zach,negative,,,,,
 http://twitpic.com/4jber - aww .... then we wonder why they hate us later..... lol!!,negative,,,,,
i hate it when my bff is groundedd  boooooooooo,negative,,,,,
" The Star Trek in IMAX wasn`t in 3D, but it was huge on the screen.  Still worth watching.",positive,,,,,
getting ready to see my cousins graduate.  gonna miss em.,negative,,,,,
 **** i shouldnt have left!,negative,,,,,
_law_rence &  WHY?! my head feels like the surface of the sun  underneath a beaver pelt.,negative,,,,,
"Finished watching Episode 4&5 of Ruby Metaprogramming Screencasts. Lots of cool tips, great! But need to more coding practices to master.",positive,,,,,
" I love the site what a hoot, really enjoy the hair cuts in Thailand, always try to time ir just right, thanks for the tip",positive,,,,,
Not made it to work  couldn`t get up feelin blurgh,negative,,,,,
My throat hurts and I can`t sleep.,negative,,,,,
im depressed on this pretty day  Everyone either is doing something or CAN`T...bleh -.-,negative,,,,,
The rain outside motivates me to sleep.,positive,,,,,
 HEY BUCK!!!!  love u loads!! LOVE 'WHAT THE BUCK?!',positive,,,,,
..exams.  haha just remembrd the china buffet king yesterday. vair amusing ....,positive,,,,,
"hmmm dollhouse sounds pretty good, http://bit.ly/z3aZv  i think ima download it and try watching it",positive,,,,,
"**** these nig*s is all on me, but they won`t get this...'Not without a check!' LMFAO",negative,,,,,
thanks do the invite though,positive,,,,,
 YOU LOOKED ABSOLUTELY BEAUTIFUL AND ELEGANT.,positive,,,,,
"_Brown Thank you so much Natalie, hope u are well",positive,,,,,
" Please send me those youtube links, Erin watched most of them but I was cooking and didn`t get to see the cowboys",negative,,,,,
" That didn`t work, unfortunately.",negative,,,,,
get it right! I think I am obsessed with Hydes` voice @_@  I`ve chosen a guitar song to learn for the summer! Time to perfect picking!,positive,,,,,
 Good prices for bulk SMS and Premium SMS too  http://promotion.itagg.com,positive,,,,,
What`s worse than a fever and sore throat? Cancelling a trip to see your little bro because of a fever and sore throat.,negative,,,,,
Yea!  Headed home to change and head over to Pelham.  Sad thought... suposed to be heading over there for the NKOTB concert...,negative,,,,,
 Aw it says the pic doesn`t exist anymore,negative,,,,,
"Today, i did`t have lunch, cuz wel i embarrass my self with all 'school'  ok, FINAL TESTS and FINAL YEAR aaaaa! thanx God 4 That friends!",negative,,,,,
my newsreader is filling up with blogs  yay! keep pm`ing me your blog sites. I love reading them!,positive,,,,,
home alone and no one left me any gummy bears,negative,,,,,
back from melly`s party... i had fun...  i`m sleepy now...,positive,,,,,
 Haha...YAY!!! I`M CURED!!!!,positive,,,,,
"Sick, sick, sick. This sucks. i can`t even breathe properly",negative,,,,,
Adding names to my Twitter account and learning how to use this amazing thing!,positive,,,,,
 ooh thats an early start  ive got bed planned for that time..ha..LoveYouJonesy ****,positive,,,,,
Booo my best friend is leavin for the weekend. What ever will I do without her??,negative,,,,,
OH MY GOD! OH MY GOD! OH MY GOD! New SUPERNATURAL starts tonight!  New Sam and Dean! Oh My god! can`t breathe!  <3 <3,positive,,,,,
" Hey, did his wife die? I am really confused. I hadn`t been on his MySpace in a little while, but I just read his Twit.",negative,,,,,
i am kind of excited to go to school today. i dont know why. hopefully it will be a good day,positive,,,,,
"My friend ..has cancelled on me for tomorrow, Now i have nothing to do...this makes me sad...  xxxxxx",negative,,,,,
UGH BUT I N33D T0G0 BAD..,negative,,,,,
 Are y`all coming out today??? We could go to the graveyard!!  HOORAYY!!!!!,positive,,,,,
 unfortunately I`m not drunk enough lol and have no money to get drunk  I have had alot though as u can imagine haha,negative,,,,,
tonight was a very bad night,negative,,,,,
all mom`s in the world congratulations,positive,,,,,
" but better hurry, so you wouldn`t be labeled as copycats",positive,,,,,
is SOOOOO hungry right now! Should`ve eaten before this wedding.,negative,,,,,
 welcome to twitter my friend,positive,,,,,
at    Happy mother`s dayyy Deniseee <3,positive,,,,,
"Ben & Jerry`s fail. Got email for free ice cream. Says click here to redeem coupon. When I click, I get error message  ",negative,,,,,
"has anyone else seen this? the  DM notification email says 'reply on we web.' i am all for cool accents, but it`s weird online",negative,,,,,
"YAYAYYAYAYAY Toy Story 3 is coming out. June 18, 2010 though",positive,,,,,
 I`m straining to hear but it`s very hard from all the way over here.,negative,,,,,
 awwwh u stuck in traffic  booo!,negative,,,,,
" Fear not! You deserve alot, you care for animals. )) I`ll get some food, don`t worry!",positive,,,,,
living it up at empire hotel...free bottle service. it ROCKS having connections,positive,,,,,
" same to you bud. Kudos on your hardcore gym training, it`s a great lifechanging experience, keep it up!!!",positive,,,,,
    - brief interruption- brb. goodnight if i don`t catch u again later. gotta ck something,positive,,,,,
I still miss him... And i dont think he`s coming back,negative,,,,,
" dude, was that you in the new Star Trek Burger King commercial? Bud Light AND Burger King? So proud of u man.",positive,,,,,
"MAD AS HELL! SOMEONE STOLE MY PINK & BLACK LEAPORD PRINT PUMPS I WANTED TO WEAR TODAY  BUT TO GOD BE THE GLORY, HE`LL BLESS ME ABUNDANTLY",negative,,,,,
I got the new Silverstein CD. aha. Its AMAZING.  I highly recomend it.,positive,,,,,
" A big welcome to Twitterlandz grrl! Really wish I could have made it to the Bettie show,  glad to hear it was a success",positive,,,,,
Spilled chocolate milk in my car,negative,,,,,
 plus I just deposited tax return cheque but for first time in 7+ years it didn`t clear immediately,negative,,,,,
"Still feeling weird about my ex and her engagement.  My mom made things worse.  I don`t even want her, but it`s still odd",negative,,,,,
 Shop smart.  Shop S Mart.,positive,,,,,
 That is INCREDIBLY sweet!!!! What a good Hubby...,positive,,,,,
 caught tweets on it and got home in time for the last 5 mins of the ITV2 show!! #bgt Out tonight too so will miss it again,negative,,,,,
Oh my god. I literally drove in rain that was so hard that i couldn`t see in front of me. I`m shaking,negative,,,,,
 Good to hear... several of my peeps are working tonight...,positive,,,,,
 I hope so too.  How are you?,positive,,,,,
"Just saw Star Trek! It was AMAZING! Seriously, so good. The entire cast was excellent, Spock and Kirk especially.  I want to see it again.",positive,,,,,
 aww  but we miss you here in the USA.,negative,,,,,
Its seriously quiet and lonely here without Bunny,negative,,,,,
OK. break over. Back to the books. Have fun lovelies!  ? http://blip.fm/~5z8da,positive,,,,,
still freakin out about missing the game!!!  #jonasnewsongs,negative,,,,,
 no worries,positive,,,,,
So sad I`m going to miss seeing Pennywise again this year,negative,,,,,
 haha. Thanks Shannon.  3 out of 5 boats got first.,positive,,,,,
 Even IE8 would be better,positive,,,,,
 she lookd soo freaked out!!poor wee thing,negative,,,,,
omgoodness FINALLY back from dinner with the fam bam!,positive,,,,,
"is happy  and clean, squeaky clean",positive,,,,,
"sickkk, it`s been two days since summer started and it suck already!",negative,,,,,
i got in a fight with ryan. now hes like crying and im just dead inside. sigggh,negative,,,,,
Have a happy Friday and weekend everyone .. TGIF for me is nothing,positive,,,,,
Studio Ghibli for this year; Ponyo! http://bit.ly/whar8 as always it seems to be perfect  we`ll be waiting till august for it,positive,,,,,
"Brian (cat) still hasn`t shown up...I feel sad and sick, I`m afraid he`s been eaten by something.    It doesn`t look  good",negative,,,,,
Missing Nate more than usual tonight,negative,,,,,
Birthday tomorrow. Doing jack **** all weekend,negative,,,,,
How Come I Can Never Sleep Past?? Not Good,negative,,,,,
Just snuck out my window.. Now im laying on my roof looking at the stars. Its a nice night out tonight.,positive,,,,,
"I just downloaded a ton of stunning, BEAUTIFUL wallpapers from www.interfacelift.com - go have a look.",positive,,,,,
"'Patchouli oil & incense had a surge in popularity in the 1960s & 1970s, mostly among devotees of the free love & hippie lifestyles.'",positive,,,,,
hi  godd day eweryone im in a reel good mood to day,positive,,,,,
 It takes a big man to type a sad tweet like that!,negative,,,,,
 I was going to but I`m stuck with it as I seem to have misplaced my remote  It`s extra bad tonight as well :|,negative,,,,,
 Big Thanks Melody!  Gotta love that sunshine-lots of vit D,positive,,,,,
i got baby g wach its zi same as the 1 lady gaga wears in eh eh film clip but in pink!! I LOVE YOU KAY thanks a heap  i win olivia,positive,,,,,
